Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,Longitude,Latitude
2016,WI,Wisconsin,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.394449154672439,6.380122536899765,12.93455559877897,Disability Status,Any Disability,Sex,Female,POINT (-91.213636833107 51.864990586349),-91.213636833107,51.864990586349
2016,WV,West Virginia,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,3.4468078929142076,6.703188113240863,11.933377702886641,Disability Type,Mobility Disability,Sex,Male,POINT (-91.565220296227 54.880419551015),-91.565220296227,54.880419551015
2016,WY,Wyoming,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Prevalence,3.1612467120315646,3.6888794541139363,8.995536944936974,Disability Status,Any Disability,Age Group,18-44,POINT (-87.935884863410 60.752335573083),-87.93588486341,60.752335573083
2016,WI,Wisconsin,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,No,%,Age-adjusted Prevalence,3.8155121050473024,4.110873864173311,10.901911113948806,Disability Type,Mobility Disability,Age Group,25-44,POINT (-70.717088407648 47.221021130949),-70.717088407648,47.221021130949
2016,WY,Wyoming,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,Yes,%,Prevalence,2.163323025660538,3.58351893845611,7.956827122090111,Disability Status,Any Disability,Age Group,45-64,POINT (-89.150015199131 50.341049333377),-89.150015199131,50.341049333377
2016,WY,Wyoming,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,2.174751721484161,3.4965075614664802,7.348587530927593,Disability Type,Self-care Disability,Age Group,51-65,POINT (-76.235278958014 61.295722451086),-76.235278958014,61.295722451086
2016,WY,Wyoming,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,No,%,Prevalence,4.590056548178043,6.890609120147166,10.778080906854074,Disability Status,No Disability,Age Group,65+,POINT (-79.186013779260 52.679531802851),-79.18601377926,52.679531802851
2016,WI,Wisconsin,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,3.4781584227982836,3.044522437723423,9.722624930978418,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-91.585371608446 57.384972759264),-91.585371608446,57.384972759264
2016,WY,Wyoming,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,3.1612467120315646,3.4657359027997265,9.177403871729918,Disability Status,No Disability,Age Group,21-35,POINT (-82.053553670645 40.734057866987),-82.053553670645,40.734057866987
2016,WY,Wyoming,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,7-9 Hours,%,Age-adjusted Prevalence,3.883623530906448,6.630683385642372,10.931963459015208,Disability Status,Any Disability,Sex,Male,POINT (-73.051978348965 41.661617818268),-73.051978348965,41.661617818268
2016,WI,Wisconsin,Demographics,Income level among adults 18 years of age or older,"$50,000+",%,Age-adjusted Prevalence,2.995732273553991,4.454347296253507,10.926441950598502,Disability Type,Hearing Disability,Sex,Female,POINT (-79.246386994852 49.933950796822),-79.246386994852,49.933950796822
2016,WI,Wisconsin,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,3.6913763343125234,5.645446897643238,12.216126931375873,Disability Status,Any Disability,Sex,Female,POINT (-76.652366271545 39.869344172242),-76.652366271545,39.869344172242
2016,WY,Wyoming,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,4.2612704335380815,6.799055862058796,11.269655734022427,Disability Status,Any Disability,Age Group,45-64,POINT (-91.019898785984 46.546512257767),-91.019898785984,46.546512257767
2016,WV,West Virginia,Prevention & Screenings,Mammogram in the past 2 years among females 50 to 74 years of age,No,%,Prevalence,3.091042453358316,5.393627546352362,10.452129056986344,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-70.415050936218 47.715626480293),-70.415050936218,47.715626480293
2016,WI,Wisconsin,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,3.239845135022122,6.8090808524846755,10.798898514853013,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-82.707303994847 50.475738975321),-82.707303994847,50.475738975321
2016,WI,Wisconsin,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,4.152613470346076,5.278114659230517,12.125117438322208,Disability Status,Any Disability,Sex,Male,POINT (-77.534938974199 51.440407463822),-77.534938974199,51.440407463822
2016,WI,Wisconsin,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.380775852772229,7.449498005382849,14.31026594439277,Disability Status,No Disability,Age Group,21-35,POINT (-79.749883263337 45.154665392229),-79.749883263337,45.154665392229
2016,WY,Wyoming,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,3.856510295497887,4.672828834461906,9.639066173658899,Disability Type,Cognitive Disability,Sex,Male,POINT (-70.382283879474 45.622855793549),-70.382283879474,45.622855793549
2016,WY,Wyoming,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,1.4586150226995167,3.6635616461296463,8.551981016901902,Disability Status,No Disability,Sex,Female,POINT (-77.991057615441 53.237326595581),-77.991057615441,53.237326595581
2016,WV,West Virginia,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,3.367295829986474,5.267858159063328,10.516129418436423,Disability Type,Vision Disability,Age Group,45-64,POINT (-90.652883928675 64.059544438334),-90.652883928675,64.059544438334
2016,WV,West Virginia,General Health Conditions,Ever had heart disease among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,1.9878743481543455,4.983606621708336,10.132692695228933,Disability Status,No Disability,Sex,Male,POINT (-77.943520803943 45.400877553553),-77.943520803943,45.400877553553
2016,WI,Wisconsin,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,3.929862923556477,4.634728988229636,11.301043265933037,Disability Type,Hearing Disability,Sex,Male,POINT (-86.495893558519 59.129286824487),-86.495893558519,59.129286824487
2016,WY,Wyoming,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,No,%,Age-adjusted Prevalence,3.822582137897463,4.885003051810778,13.137739259329608,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-90.278232073203 46.046565295321),-90.278232073203,46.046565295321
2016,WI,Wisconsin,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,3.7256934272366524,3.5263605246161616,11.248920855872804,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-78.328761322715 40.621917602365),-78.328761322715,40.621917602365
2016,WV,West Virginia,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,2.9806186357439426,3.332204510175204,9.117566971823829,Disability Type,Cognitive Disability,Age Group,36-50,POINT (-87.656497013695 50.280867058775),-87.656497013695,50.280867058775
2016,WI,Wisconsin,General Health Conditions,Ever had heart disease among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.526126978647638,6.393590753950631,13.003629389736373,Disability Status,Any Disability,Sex,Female,POINT (-80.985940440591 45.140587167912),-80.985940440591,45.140587167912
2016,WI,Wisconsin,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,3.3915139000256285,6.81579478201887,12.15118234934493,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-80.081262736143 53.260457255711),-80.081262736143,53.260457255711
2016,WV,West Virginia,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,Yes,%,Age-adjusted Prevalence,3.091042453358316,5.777652323222656,10.74371763779732,Disability Status,No Disability,Sex,Female,POINT (-81.120954866015 49.706333149691),-81.120954866015,49.706333149691
2016,WI,Wisconsin,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,2.4423470353692043,6.0473721790462776,12.46031943689559,Disability Type,Mobility Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-75.015113097555 50.428566822569),-75.015113097555,50.428566822569
2016,WY,Wyoming,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,7-9 Hours,%,Age-adjusted Prevalence,3.9415818076696905,6.0473721790462776,10.255059498298957,Disability Status,Any Disability,Sex,Female,POINT (-85.820978727172 55.204161516358),-85.820978727172,55.204161516358
2016,WY,Wyoming,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,2.312535423847214,5.605802066295998,10.293534407915912,Disability Status,No Disability,Age Group,18-24,POINT (-89.738089237539 55.838222948731),-89.738089237539,55.838222948731
2016,WY,Wyoming,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,3.824284091120139,4.61512051684126,9.050171619823361,Disability Type,Vision Disability,Age Group,51-65,POINT (-77.344081884269 52.905053486795),-77.344081884269,52.905053486795
2016,WV,West Virginia,Prevention & Screenings,Mammogram in the past 2 years among females 50 to 74 years of age,Yes,%,Prevalence,4.3463994570307305,6.159095388491933,11.20574791804601,Disability Type,Mobility Disability,Sex,Female,POINT (-72.741557396487 63.719889448941),-72.741557396487,63.719889448941
2016,WY,Wyoming,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,No,%,Prevalence,4.448516375942715,7.017506142941256,11.42036051357589,Disability Status,No Disability,Age Group,45-64,POINT (-81.131181452606 41.422452737153),-81.131181452606,41.422452737153
2016,WV,West Virginia,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,3.502549875922443,5.480638923341991,10.736461890735974,Disability Type,Vision Disability,Sex,Male,POINT (-76.386558748906 55.441014460869),-76.386558748906,55.441014460869
2016,WY,Wyoming,Prevention & Screenings,Mammogram in the past 2 years among females 50 to 74 years of age,Yes,%,Prevalence,4.249922794040544,6.520621127558696,10.553909887636076,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-78.937152871579 46.760063444619),-78.937152871579,46.760063444619
2016,WI,Wisconsin,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,3.711130063048756,5.793013608384144,12.497640906958225,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-89.871946079493 43.578996107501),-89.871946079493,43.578996107501
2016,WY,Wyoming,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,1-6 Hours,%,Age-adjusted Prevalence,3.414442608412176,5.849324779946859,10.813800452723747,Disability Status,No Disability,Sex,Male,POINT (-71.680875027744 50.683943973472),-71.680875027744,50.683943973472
2016,WI,Wisconsin,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,1 Provider,%,Age-adjusted Prevalence,4.334672938290411,4.941642422609304,11.736268996287105,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.425813255856 43.005297031718),-85.425813255856,43.005297031718
2016,WY,Wyoming,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.146304301152812,5.908082938168931,10.356599314111646,Disability Status,Any Disability,Sex,Female,POINT (-77.858985940723 48.071680874629),-77.858985940723,48.071680874629
2016,WV,West Virginia,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.380775852772229,6.754604099487962,12.131887747340798,Disability Type,Cognitive Disability,Sex,Female,POINT (-70.152956287905 62.690106032519),-70.152956287905,62.690106032519
2016,WY,Wyoming,Demographics,Income level among adults 18 years of age or older,"$15,000 to <$25,000",%,Age-adjusted Prevalence,3.9415818076696905,3.784189633918261,8.369620826949102,Disability Type,Self-care Disability,Age Group,36-50,POINT (-73.125990465720 61.415087967408),-73.12599046572,61.415087967408
2016,WY,Wyoming,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,2.2752766509272795,5.332042797054385,13.28673996973408,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-75.645466125182 54.532490241922),-75.645466125182,54.532490241922
2016,WY,Wyoming,General Health Conditions,Ever had heart disease among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,2.7536607123542622,4.7535901911063645,8.98594603876032,Disability Type,Hearing Disability,Race/Ethnicity,Hispanic,POINT (-93.271594826917 50.004927621228),-93.271594826917,50.004927621228
2016,WV,West Virginia,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,3.7495040759303713,5.730099782973574,11.00421427088809,Disability Type,Hearing Disability,Sex,Female,POINT (-83.046954411668 43.165464109842),-83.046954411668,43.165464109842
2016,WI,Wisconsin,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,2.1400661634962708,3.2188758248682006,9.81109810324278,Disability Type,Hearing Disability,Sex,Male,POINT (-78.928398999573 43.419114923308),-78.928398999573,43.419114923308
2016,WY,Wyoming,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,4.2612704335380815,4.844187086458591,9.70558524377515,Disability Status,Any Disability,Age Group,18-24,POINT (-82.048436135980 53.097461462953),-82.04843613598,53.097461462953
2016,WV,West Virginia,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,No,%,Prevalence,3.703768066607687,5.823045895483019,10.974591601787637,Disability Status,No Disability,Age Group,65+,POINT (-70.728100466974 47.891628648346),-70.728100466974,47.891628648346
2016,WV,West Virginia,Chronic Conditions,Ever had arthritis among adults 18 years of age or older,No,%,Prevalence,4.523960130562548,7.2115567333138015,12.91907637350121,Disability Status,No Disability,Age Group,18-44,POINT (-89.717863601520 41.666578088626),-89.71786360152,41.666578088626
2016,WY,Wyoming,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,1-6 Hours,%,Age-adjusted Prevalence,3.966511190712216,5.14166355650266,9.650786448979593,Disability Type,Hearing Disability,Sex,Male,POINT (-69.696041157453 40.644305349297),-69.696041157453,40.644305349297
2016,WV,West Virginia,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Prevalence,3.462606009790799,6.0844994130751715,11.778952245001145,Disability Status,No Disability,Age Group,18-44,POINT (-69.190279932292 43.588824904353),-69.190279932292,43.588824904353
2016,WY,Wyoming,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,4.484809862927658,6.2691360875490005,12.406940904213613,Disability Type,Hearing Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-70.332288883950 51.351032379086),-70.33228888395,51.351032379086
2016,WY,Wyoming,Chronic Conditions,Ever had arthritis among adults 18 years of age or older,Yes,%,Prevalence,3.288401887516811,5.765191102784844,10.256044027211113,Disability Status,No Disability,Age Group,45-64,POINT (-75.060607694334 58.443879448629),-75.060607694334,58.443879448629
2016,WI,Wisconsin,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.304117586491825,5.5340913038876645,11.463709064378952,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.948465006194 60.157971354481),-82.948465006194,60.157971354481
2016,WY,Wyoming,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.467056883858457,7.373374309910049,11.829894458046903,Disability Status,No Disability,Sex,Female,POINT (-85.207925711911 49.183034865062),-85.207925711911,49.183034865062
2016,WV,West Virginia,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Prevalence,4.4796069630127455,6.773080375655535,11.763762001301187,Disability Status,No Disability,Age Group,65+,POINT (-86.678153663555 49.027205002889),-86.678153663555,49.027205002889
2016,WV,West Virginia,Prevention & Screenings,Mammogram in the past 2 years among females 50 to 74 years of age,Yes,%,Prevalence,3.453319623158009,6.695875355599071,13.043594571115626,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-86.810356533307 59.152896853195),-86.810356533307,59.152896853195
2016,WY,Wyoming,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,4.1134574237908135,6.934265151388656,11.60486956772769,Disability Type,Self-care Disability,Race/Ethnicity,Hispanic,POINT (-78.980291653358 55.266774236717),-78.980291653358,55.266774236717
2016,WY,Wyoming,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.478472532942134,6.556778356158042,10.779122942669348,Disability Type,Mobility Disability,Sex,Male,POINT (-72.028790890435 51.184714887843),-72.028790890435,51.184714887843
2016,WY,Wyoming,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,4.09933210373314,6.736966958001855,11.478344372113902,Disability Status,No Disability,Sex,Male,POINT (-69.671637859578 59.445854090633),-69.671637859578,59.445854090633
2016,WI,Wisconsin,Chronic Conditions,Ever had cancer (excluding skin cancer) among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,3.0757150309508376,5.8460949190270135,13.123310616113274,Disability Type,Hearing Disability,Sex,Male,POINT (-87.073780656354 53.898436566767),-87.073780656354,53.898436566767
2016,WV,West Virginia,Demographics,Income level among adults 18 years of age or older,"$35,000 to <$50,000",%,Age-adjusted Prevalence,2.341805806147327,3.970291913552122,9.261033486291701,Disability Type,Independent Living Disability,Age Group,20-44,POINT (-69.201446196017 48.509267789001),-69.201446196017,48.509267789001
2016,WI,Wisconsin,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,3.681351187693145,6.450470422144176,12.977610400512031,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-73.822988120974 42.007994648130),-73.822988120974,42.00799464813
2016,WV,West Virginia,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,No,%,Prevalence,4.511957804265912,7.268920128193722,12.386408899580811,Disability Status,No Disability,Age Group,45-64,POINT (-81.431750882468 43.241156048867),-81.431750882468,43.241156048867
2016,WI,Wisconsin,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,1 Provider,%,Age-adjusted Prevalence,4.3294166844015844,6.113682179832232,12.81968948713331,Disability Status,Any Disability,Sex,Male,POINT (-69.688219630968 61.178732463969),-69.688219630968,61.178732463969
2016,WI,Wisconsin,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,4.499937138674058,4.645829883092809,13.373495334847739,Disability Type,Self-care Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-77.493443113983 61.244203866339),-77.493443113983,61.244203866339
2016,WY,Wyoming,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Prevalence,2.0412203288596382,3.367295829986474,7.823645930834952,Disability Status,Any Disability,Age Group,45-64,POINT (-77.282156592653 48.778507678340),-77.282156592653,48.77850767834
2016,WV,West Virginia,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.7578579175523736,4.51085950651685,10.26140672210502,Disability Type,Vision Disability,Sex,Male,POINT (-85.064506810932 49.146482099131),-85.064506810932,49.146482099131
2016,WV,West Virginia,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Prevalence,1.3609765531356006,3.6888794541139363,8.94715577112479,Disability Status,No Disability,Age Group,45-64,POINT (-81.214994560880 43.661213680516),-81.21499456088,43.661213680516
2016,WY,Wyoming,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Age-adjusted Prevalence,3.9908341858524357,3.828641396489095,8.971194463184467,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-73.738545151950 59.455846660871),-73.73854515195,59.455846660871
2016,WI,Wisconsin,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Prevalence,4.579852378003801,6.951772164398911,13.200627273160377,Disability Status,No Disability,Age Group,65+,POINT (-86.951294038141 43.210220659041),-86.951294038141,43.210220659041
2016,WI,Wisconsin,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.29592393562047,3.8918202981106265,10.515858423068785,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-92.109281734085 63.448063204259),-92.109281734085,63.448063204259
2016,WV,West Virginia,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,3.173878458937465,5.187385805840755,10.291263797773208,Disability Type,Vision Disability,Age Group,21-35,POINT (-87.099447290547 40.690974816192),-87.099447290547,40.690974816192
2016,WY,Wyoming,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,No,%,Prevalence,3.6938669956249757,6.47543271670409,10.775868193290794,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-69.931214538566 53.057139438832),-69.931214538566,53.057139438832
2016,WV,West Virginia,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,2.917770732084279,2.70805020110221,8.43771698991444,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.829935217526 54.632347169589),-79.829935217526,54.632347169589
2016,WI,Wisconsin,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,2.5725136956963666,5.8730046313098745,13.157033388682782,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.309513210750 45.883026969983),-78.30951321075,45.883026969983
2016,WY,Wyoming,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,0.7326778621939221,6.670869746514912,9.637833608159411,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-72.608908482518 54.673426573805),-72.608908482518,54.673426573805
2016,WY,Wyoming,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,4.289088639014612,7.759187438507795,12.36049614528155,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-82.018230936341 53.593366514020),-82.018230936341,53.59336651402
2016,WY,Wyoming,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Yes,%,Prevalence,3.9415665301884637,5.967251534488765,12.895306710734113,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-88.793556639440 43.368822292266),-88.79355663944,43.368822292266
2016,WY,Wyoming,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Prevalence,3.339321977944068,5.730099782973574,10.257624277921856,Disability Status,No Disability,Age Group,45-64,POINT (-90.813631540022 60.562749610810),-90.813631540022,60.56274961081
2016,WV,West Virginia,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,7-9 Hours,%,Age-adjusted Prevalence,4.086753826789281,5.804136848106846,13.042918286301592,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-75.897731647965 54.064953533752),-75.897731647965,54.064953533752
2016,WI,Wisconsin,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Yes,%,Prevalence,4.282206299391671,4.2626798770413155,10.189380525503447,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-74.785732553265 49.333542728659),-74.785732553265,49.333542728659
2016,WY,Wyoming,Prevention & Screenings,Mammogram in the past 2 years among females 50 to 74 years of age,No,%,Prevalence,3.903990833730882,5.0689042022202315,9.308464769969381,Disability Status,Any Disability,Age Group,21-35,POINT (-72.329307071175 60.718120246440),-72.329307071175,60.71812024644
2016,WV,West Virginia,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,4.136765278106052,6.329720905522696,11.80624412199037,Disability Type,Cognitive Disability,Age Group,18-24,POINT (-72.822356034350 64.784860645880),-72.82235603435,64.78486064588
2016,WI,Wisconsin,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Age-adjusted Prevalence,4.079795228332587,5.407098819840564,13.214204384874035,Disability Type,Hearing Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.380916613671 54.797628646626),-79.380916613671,54.797628646626
2016,WI,Wisconsin,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Prevalence,4.370712874773608,5.19295685089021,12.686060639703378,Disability Status,No Disability,Age Group,18-24,POINT (-76.635919070639 41.274418502767),-76.635919070639,41.274418502767
2016,WI,Wisconsin,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,1.9611622706767333,6.373702001414961,10.534628114981302,Disability Type,Vision Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-92.813995860578 61.756300297466),-92.813995860578,61.756300297466
2016,WY,Wyoming,Prevention & Screenings,Visited a dentist in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,4.293195420967266,7.644440761556566,12.201065128819632,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-87.124218696151 50.111317748034),-87.124218696151,50.111317748034
2016,WV,West Virginia,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,1.5686159179138452,4.2626798770413155,9.69713966113932,Disability Status,No Disability,Sex,Female,POINT (-77.275395992872 61.497566563846),-77.275395992872,61.497566563846
2016,WY,Wyoming,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,4.366912996863833,6.53813982376767,10.74138421698227,Disability Type,Mobility Disability,Age Group,18-24,POINT (-78.226319895420 49.545255325059),-78.22631989542,49.545255325059
2016,WV,West Virginia,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,3.2308043957334744,6.054439346269371,11.162005358713861,Disability Type,Mobility Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-91.326971106247 49.801949353256),-91.326971106247,49.801949353256
2016,WY,Wyoming,Chronic Conditions,Ever had cancer (excluding skin cancer) among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,2.174751721484161,3.58351893845611,7.4127640174265625,Disability Type,Vision Disability,Sex,Female,POINT (-87.695342069306 50.848655951103),-87.695342069306,50.848655951103
2016,WI,Wisconsin,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,3.3463891451671604,5.4638318050256105,12.163655629639377,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-83.374703003557 46.307818859237),-83.374703003557,46.307818859237
2016,WI,Wisconsin,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,3.4111477125153233,3.091042453358316,9.648530784697051,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-91.037115200472 64.378069353139),-91.037115200472,64.378069353139
