Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,Longitude,Latitude
2016,MD,Maryland,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,Yes,%,Age-adjusted Prevalence,38.2,404.0,56613.0,Disability Type,Hearing Disability,Race/Ethnicity,Hispanic,POINT (-93.006452890365 64.476731143127),-93.006452890365,64.476731143127
2016,MN,Minnesota,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,72.3,127.0,31249.0,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-71.752369091210 41.695447865134),-71.75236909121,41.695447865134
2016,MA,Massachusetts,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,12.9,40.0,24489.0,Disability Type,Hearing Disability,Sex,Male,POINT (-82.215430253597 41.796413063712),-82.215430253597,41.796413063712
2016,MT,Montana,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,88.7,279.0,29102.0,Disability Type,Vision Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-72.733621569528 60.570766963893),-72.733621569528,60.570766963893
2016,NE,Nebraska,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Age-adjusted Prevalence,27.0,28.0,4503.0,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-90.012588168558 45.761869732062),-90.012588168558,45.761869732062
2016,NE,Nebraska,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Prevalence,97.2,490.0,83915.0,Disability Status,Any Disability,Age Group,18-44,POINT (-69.109782685613 54.730234407771),-69.109782685613,54.730234407771
2016,MA,Massachusetts,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,6.1,504.0,289486.0,Disability Type,Independent Living Disability,Sex,Female,POINT (-74.697804335807 60.144370398295),-74.697804335807,60.144370398295
2016,MS,Mississippi,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,17.750150003883686,404.176553340741,114785.11647415416,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-79.106249363693 50.089463958306),-79.106249363693,50.089463958306
2016,MI,Michigan,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,90.0,677.0,577890.0,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.339802043165 55.583469326344),-78.339802043165,55.583469326344
2016,MA,Massachusetts,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,26.3,89.0,105271.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-73.917938218035 45.961456413785),-73.917938218035,45.961456413785
2016,MT,Montana,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,27.8,405.0,79239.0,Disability Status,No Disability,Sex,Male,POINT (-85.526627753764 60.956258006296),-85.526627753764,60.956258006296
2016,NE,Nebraska,Demographics,Employment status among adults 18 years of age or older,Other,%,Age-adjusted Prevalence,26.3,776.0,42622.0,Disability Type,Hearing Disability,Sex,Male,POINT (-77.145096975433 62.048682270181),-77.145096975433,62.048682270181
2016,MT,Montana,Chronic Conditions,Current asthma among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,18.9,67.0,4535.0,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-87.187473729886 42.775670286199),-87.187473729886,42.775670286199
2016,MS,Mississippi,Chronic Conditions,Ever had cancer (excluding skin cancer) among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,7.3,92.0,34723.0,Disability Status,Any Disability,Sex,Male,POINT (-79.942368962273 49.509660328108),-79.942368962273,49.509660328108
2016,MN,Minnesota,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,15.6,185.0,32850.0,Disability Type,Hearing Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-90.302797875061 62.832890425072),-90.302797875061,62.832890425072
2016,MT,Montana,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,47.97142590655795,258.15281605753046,499580.27149025217,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-80.119277058866 47.812320289344),-80.119277058866,47.812320289344
2016,MS,Mississippi,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,Yes,%,Age-adjusted Prevalence,73.89773718473924,952.0755870005403,605239.6498240407,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-89.852634586811 58.505535749753),-89.852634586811,58.505535749753
2016,MS,Mississippi,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,50.7,333.0,162363.0,Disability Status,Any Disability,Sex,Male,POINT (-91.616332904591 59.607569866251),-91.616332904591,59.607569866251
2016,MT,Montana,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,13.5,213.0,22965.0,Disability Type,Mobility Disability,Sex,Male,POINT (-72.815217985806 57.026769016352),-72.815217985806,57.026769016352
2016,NE,Nebraska,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Underweight,%,Prevalence,14.489018755748507,259.88554964501657,368077.31579439255,Disability Status,Any Disability,Age Group,45-64,POINT (-81.094171620550 59.550646003571),-81.09417162055,59.550646003571
2016,MO,Missouri,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,34.4,31.0,32887.0,Disability Status,Any Disability,Age Group,36-50,POINT (-75.309113966113 62.557883336369),-75.309113966113,62.557883336369
2016,MI,Michigan,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.7,739.0,414941.0,Disability Type,Hearing Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-87.045239288841 48.348263441956),-87.045239288841,48.348263441956
2016,MI,Michigan,Prevention & Screenings,Mammogram in the past 2 years among females 50 to 74 years of age,Yes,%,Prevalence,76.6,679.0,304692.0,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-84.222289466111 44.754927574784),-84.222289466111,44.754927574784
2016,MO,Missouri,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,No,%,Prevalence,44.35505064659665,636.8657552389318,350178.02383024496,Disability Status,No Disability,Age Group,65+,POINT (-91.711291454194 62.064994514707),-91.711291454194,62.064994514707
2016,MT,Montana,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Yes,%,Prevalence,48.5988464214824,1131.3265237343705,507294.9497784579,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-77.272497118311 58.800123934299),-77.272497118311,58.800123934299
2016,MI,Michigan,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,25.7,507.0,274940.0,Disability Type,Mobility Disability,Age Group,36-50,POINT (-86.799025950068 46.950354430996),-86.799025950068,46.950354430996
2016,MA,Massachusetts,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Age-adjusted Prevalence,87.8,1332.0,710084.0,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-84.439990543319 60.205258229903),-84.439990543319,60.205258229903
2016,MN,Minnesota,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Age-adjusted Prevalence,98.2,10507.0,2583346.0,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-91.291349880884 51.466869181998),-91.291349880884,51.466869181998
2016,MN,Minnesota,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Yes,%,Prevalence,53.0,75.0,20856.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-78.732246779790 62.310502707213),-78.73224677979,62.310502707213
2016,NE,Nebraska,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,50.7,87.0,10671.0,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-78.181042301724 45.748643017692),-78.181042301724,45.748643017692
2016,MD,Maryland,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,1 Provider,%,Age-adjusted Prevalence,80.2,7644.0,1501557.0,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-90.510948317047 48.300728381404),-90.510948317047,48.300728381404
2016,MT,Montana,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,24.3,78.0,10386.0,Disability Status,Any Disability,Sex,Female,POINT (-78.905191039899 45.313394740007),-78.905191039899,45.313394740007
2016,MO,Missouri,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,31.0,37.0,32289.0,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-73.264304851806 49.709902278100),-73.264304851806,49.7099022781
2016,MT,Montana,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,No,%,Prevalence,60.9,371.0,49124.0,Disability Status,Any Disability,Age Group,45-64,POINT (-92.184800235628 59.752973981410),-92.184800235628,59.75297398141
2016,MN,Minnesota,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Age-adjusted Prevalence,92.9,1586.0,390283.0,Disability Status,Any Disability,Sex,Male,POINT (-79.656934153042 60.841328073367),-79.656934153042,60.841328073367
2016,MI,Michigan,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Age-adjusted Prevalence,79.6,1147.0,832592.0,Disability Type,Cognitive Disability,Age Group,21-35,POINT (-80.135187397062 63.510722618567),-80.135187397062,63.510722618567
2016,MA,Massachusetts,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,Yes,%,Prevalence,72.7,132.0,62569.0,Disability Type,Vision Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-86.900997309664 50.170162343419),-86.900997309664,50.170162343419
2016,MO,Missouri,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,No,%,Prevalence,51.1,394.0,252635.0,Disability Status,Any Disability,Age Group,45-64,POINT (-79.445131883703 45.301548589346),-79.445131883703,45.301548589346
2016,MI,Michigan,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,10+ Hours,%,Prevalence,7.5,116.0,48959.0,Disability Status,Any Disability,Age Group,65+,POINT (-77.655264124531 63.523236277430),-77.655264124531,63.52323627743
2016,MS,Mississippi,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,39.6,635.0,177825.0,Disability Type,Mobility Disability,Age Group,21-35,POINT (-81.793713940088 52.804061926200),-81.793713940088,52.8040619262
2016,MN,Minnesota,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Age-adjusted Prevalence,25.5,2989.0,690527.0,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-74.347537491370 52.497830576987),-74.34753749137,52.497830576987
2016,MI,Michigan,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,33.2,649.0,379436.0,Disability Status,Any Disability,Sex,Male,POINT (-80.022239502324 61.160453432615),-80.022239502324,61.160453432615
2016,MN,Minnesota,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,Yes,%,Age-adjusted Prevalence,8.4,28.0,4906.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-74.106420249757 46.664177842109),-74.106420249757,46.664177842109
2016,MO,Missouri,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Prevalence,41.0,575.0,213072.0,Disability Status,No Disability,Age Group,65+,POINT (-83.599807868138 44.010433550395),-83.599807868138,44.010433550395
2016,MT,Montana,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,21.75873565352426,179.54002116070413,3808.5688312479633,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-87.702209641818 52.633203467822),-87.702209641818,52.633203467822
2016,MI,Michigan,Chronic Conditions,Current asthma among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,8.1,497.0,311397.0,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-88.500822957256 43.761650921004),-88.500822957256,43.761650921004
2016,MA,Massachusetts,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,32.3,226.0,153178.0,Disability Type,Cognitive Disability,Age Group,18-44,POINT (-72.411699981131 63.576549331627),-72.411699981131,63.576549331627
2016,NV,Nevada,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,30.5,35.0,26588.0,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-80.739275276238 51.633812946063),-80.739275276238,51.633812946063
2016,MS,Mississippi,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,No,%,Age-adjusted Prevalence,90.7,1831.0,690155.0,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-78.407707379577 55.294813219236),-78.407707379577,55.294813219236
2016,MT,Montana,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Underweight,%,Prevalence,1.8,16.0,1727.0,Disability Status,No Disability,Age Group,65+,POINT (-77.563611177138 64.498445015506),-77.563611177138,64.498445015506
2016,NE,Nebraska,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,Yes,%,Prevalence,23.6,130.0,19925.0,Disability Status,Any Disability,Age Group,18-44,POINT (-73.394144585198 40.273762543610),-73.394144585198,40.27376254361
2016,MN,Minnesota,Prevention & Screenings,Up-to-date colorectal cancer screening among adults 50 to 75 years of age,No,%,Prevalence,27.3,292.0,55686.0,Disability Status,Any Disability,Sex,Female,POINT (-84.279732600255 45.871606375790),-84.279732600255,45.87160637579
2016,MI,Michigan,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,66.3,157.0,138537.0,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-88.117558328314 40.400366974398),-88.117558328314,40.400366974398
2016,MO,Missouri,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,35.9,337.0,214099.0,Disability Status,Any Disability,Sex,Female,POINT (-93.164984325954 57.862586876171),-93.164984325954,57.862586876171
2016,MN,Minnesota,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,12.163390966718667,1099.6149721242377,609331.458062818,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.096590885417 43.055109917576),-89.096590885417,43.055109917576
2016,MO,Missouri,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,38.4,47.0,35114.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-75.037350877573 50.994520223207),-75.037350877573,50.994520223207
2016,NE,Nebraska,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,2.9,176.0,15027.0,Disability Status,No Disability,Sex,Male,POINT (-75.059491118641 59.564735390548),-75.059491118641,59.564735390548
2016,MN,Minnesota,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,No,%,Age-adjusted Prevalence,91.9,276.0,128793.0,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-69.416498651049 51.854236657734),-69.416498651049,51.854236657734
2016,MO,Missouri,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,8.5,317.0,145160.0,Disability Status,Any Disability,Age Group,18-44,POINT (-80.900163886418 63.555379080778),-80.900163886418,63.555379080778
2016,MT,Montana,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,95.3,1392.0,166697.0,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-84.617544935392 55.481684446812),-84.617544935392,55.481684446812
2016,NE,Nebraska,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,15.4,273.0,14589.0,Disability Type,Hearing Disability,Age Group,51-65,POINT (-90.195373964848 54.670283190834),-90.195373964848,54.670283190834
2016,MA,Massachusetts,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,32.5,78.0,54468.0,Disability Status,Any Disability,Race/Ethnicity,Hispanic,POINT (-83.815536204232 50.301883739731),-83.815536204232,50.301883739731
2016,MD,Maryland,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,No,%,Prevalence,83.67295556017545,220.19452751091336,131437.59810092617,Disability Status,No Disability,Age Group,51-65,POINT (-80.886928860990 59.251010293108),-80.88692886099,59.251010293108
2016,MD,Maryland,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,4.3,904.0,127183.0,Disability Type,Hearing Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-85.999297512088 57.753431649694),-85.999297512088,57.753431649694
2016,MS,Mississippi,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Prevalence,61.5,710.0,492574.0,Disability Status,No Disability,Age Group,18-44,POINT (-89.167375709681 49.247115069724),-89.167375709681,49.247115069724
2016,MO,Missouri,Prevention & Screenings,Up-to-date cervical cancer screening among females 21 to 65 years of age,Yes,%,Prevalence,64.4,157.0,89825.0,Disability Type,Mobility Disability,Age Group,20-44,POINT (-84.140847621198 46.308726134903),-84.140847621198,46.308726134903
2016,MA,Massachusetts,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,97.7,401.0,332100.0,Disability Status,No Disability,Race/Ethnicity,Hispanic,POINT (-92.805874077992 54.248109830974),-92.805874077992,54.248109830974
2016,MN,Minnesota,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Age-adjusted Prevalence,4.0,512.0,127193.0,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.380496817061 55.283154049616),-82.380496817061,55.283154049616
2016,MO,Missouri,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,2+ Providers,%,Age-adjusted Prevalence,5.8,144.0,92132.0,Disability Status,No Disability,Sex,Male,POINT (-79.751059605952 51.052396205689),-79.751059605952,51.052396205689
2016,NE,Nebraska,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Age-adjusted Prevalence,97.1,9447.0,882461.0,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-71.923562757845 49.939441458419),-71.923562757845,49.939441458419
2016,MD,Maryland,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.3,398.0,60799.0,Disability Type,Vision Disability,Age Group,20-44,POINT (-90.683205977782 48.351274991505),-90.683205977782,48.351274991505
2016,MD,Maryland,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,No,%,Age-adjusted Prevalence,76.4,823.0,132634.0,Disability Type,Hearing Disability,Race/Ethnicity,Hispanic,POINT (-88.158607708455 59.418292275202),-88.158607708455,59.418292275202
2016,MS,Mississippi,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Prevalence,3.5,35.0,27899.0,Disability Status,No Disability,Age Group,18-44,POINT (-78.238790177059 50.935974553687),-78.238790177059,50.935974553687
2016,MO,Missouri,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Prevalence,97.6,1630.0,1029648.0,Disability Status,No Disability,Age Group,45-64,POINT (-82.543725725492 53.808950015754),-82.543725725492,53.808950015754
2016,MN,Minnesota,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Prevalence,97.7,4838.0,1079957.0,Disability Status,No Disability,Age Group,45-64,POINT (-90.446824757580 45.066833023955),-90.44682475758,45.066833023955
2016,MT,Montana,Chronic Conditions,Current asthma among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,26.7,199.0,23308.0,Disability Type,Mobility Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-70.494000471025 62.642551077459),-70.494000471025,62.642551077459
2016,MA,Massachusetts,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,36.1,1999.0,1285837.0,Disability Status,No Disability,Age Group,65+,POINT (-76.594707635836 62.221074704205),-76.594707635836,62.221074704205
2016,MS,Mississippi,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,No,%,Age-adjusted Prevalence,90.7,2673.0,1287059.0,Disability Status,No Disability,Age Group,65+,POINT (-74.524940452465 47.719894628127),-74.524940452465,47.719894628127
2016,MI,Michigan,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,Yes,%,Prevalence,1.4,43.0,24741.0,Disability Status,No Disability,Age Group,45-64,POINT (-86.822615430199 51.946947024964),-86.822615430199,51.946947024964
2016,MS,Mississippi,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,No,%,Age-adjusted Prevalence,58.9,1352.0,485873.0,Disability Status,Any Disability,Age Group,21-35,POINT (-79.139280020213 44.730402627781),-79.139280020213,44.730402627781
2016,NE,Nebraska,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,1.6,199.0,16642.0,Disability Status,No Disability,Sex,Male,POINT (-75.826878618570 62.273348480361),-75.82687861857,62.273348480361
2016,MO,Missouri,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,81.0,633.0,286054.0,Disability Type,Hearing Disability,Sex,Female,POINT (-84.688393400684 46.225591643700),-84.688393400684,46.2255916437
2016,MS,Mississippi,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,No,%,Age-adjusted Prevalence,78.3,328.0,134596.0,Disability Type,Vision Disability,Sex,Female,POINT (-91.315511404050 53.345249712667),-91.31551140405,53.345249712667
2016,NE,Nebraska,General Health Conditions,Average hours of sleep in a 24-hour period among adults 18 years of age or older,7-9 Hours,%,Age-adjusted Prevalence,43.9,1100.0,71582.0,Disability Type,Mobility Disability,Race/Ethnicity,"Black, non-Hispanic",POINT (-77.638378264851 53.023882304345),-77.638378264851,53.023882304345
2016,MD,Maryland,Demographics,Income level among adults 18 years of age or older,"$35,000 to <$50,000",%,Age-adjusted Prevalence,11.9,107.0,24347.0,Disability Type,Independent Living Disability,Age Group,36-50,POINT (-82.176143267712 59.673476480199),-82.176143267712,59.673476480199
2016,MS,Mississippi,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.3,345.0,126261.0,Overall,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-81.821062814048 61.120038900187),-81.821062814048,61.120038900187
2016,MT,Montana,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,No,%,Age-adjusted Prevalence,78.1,2713.0,396270.0,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-81.480425187040 52.909625879360),-81.48042518704,52.90962587936
2016,MD,Maryland,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,19.8,147.0,66172.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-91.086845977381 59.958964321082),-91.086845977381,59.958964321082
2016,MN,Minnesota,General Health Conditions,Fallen in the past 12 months among adults 45 years of age or older,No,%,Age-adjusted Prevalence,91.6,160.0,55417.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-81.679939372071 45.390397814102),-81.679939372071,45.390397814102
2016,MT,Montana,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,35.4,333.0,47651.0,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-72.587499380212 42.949608685102),-72.587499380212,42.949608685102
2016,MT,Montana,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,7.8,42.0,5071.0,Disability Type,Cognitive Disability,Sex,Male,POINT (-79.908244536153 55.408060120817),-79.908244536153,55.408060120817
2016,MN,Minnesota,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,No,%,Age-adjusted Prevalence,91.6,499.0,207906.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-81.122982146091 46.182066347453),-81.122982146091,46.182066347453
2016,MI,Michigan,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,93.1,6139.0,3727475.0,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",POINT (-72.453386245783 64.355374920857),-72.453386245783,64.355374920857
2016,MO,Missouri,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,37.1,221.0,202669.0,Disability Type,Cognitive Disability,Age Group,20-44,POINT (-81.633510747760 43.246081299258),-81.63351074776,43.246081299258
2016,MA,Massachusetts,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,29.1,288.0,172747.0,Disability Status,Any Disability,Sex,Female,POINT (-81.059708253891 49.236188040337),-81.059708253891,49.236188040337
2016,MN,Minnesota,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,2+ Providers,%,Age-adjusted Prevalence,5.7,26.0,12906.0,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-75.696420758475 58.878791776785),-75.696420758475,58.878791776785
2016,MT,Montana,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Yes,%,Prevalence,44.2,65.0,8667.0,Disability Status,No Disability,Age Group,45-64,POINT (-91.782018569544 40.280146954789),-91.782018569544,40.280146954789
2016,NE,Nebraska,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Normal Weight,%,Age-adjusted Prevalence,22.7,322.0,19645.0,Disability Type,Hearing Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",POINT (-78.358930961735 60.042284338070),-78.358930961735,60.04228433807
2016,NE,Nebraska,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Prevalence,24.2,303.0,25448.0,Disability Status,Any Disability,Age Group,45-64,POINT (-90.965738593949 50.434784139952),-90.965738593949,50.434784139952
2016,MA,Massachusetts,Demographics,Income level among adults 18 years of age or older,"$35,000 to <$50,000",%,Age-adjusted Prevalence,10.8,117.0,55543.0,Disability Type,Mobility Disability,Age Group,45-64,POINT (-84.393024642787 51.510994397909),-84.393024642787,51.510994397909
