Rowid,Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
,2017,CA,California,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,78.5,78.5,,,65.9,87.3,49,192012,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,,6,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2017,AL,Alabama,BRFSS,Chronic Conditions,Ever had cancer (excluding skin cancer) among adults 18 years of age or older,No,%,Prevalence,80.2,80.2,,,77.2,82.8,941,311474,Disability Status,Any Disability,Age Group,65+,CHRCOND,OTHCAN,,1,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE03
,2017,AL,Alabama,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Age-adjusted Prevalence,6.5,6.5,,,5.1,8.4,90,74012,Disability Status,No Disability,Sex,Male,MHLTH,MHDAYS,,1,DAYS03,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,AR,Arkansas,BRFSS,Demographics,Income level among adults 18 years of age or older,"$25,000 to <$35,000",%,Age-adjusted Prevalence,21.7,21.7,,,13.9,32.2,64,35727,Disability Type,Independent Living Disability,,,DEMOG,INCOMEN,,5,INCOME03,AGEADJPREV,DISTYPE,INDDIS,,
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,26.6,26.6,,,24.2,29,848,321988,Disability Status,Any Disability,,,HLTHRB,SMOKE,,4,SMOKE01,AGEADJPREV,DISSTAT,DISABL,,
,2017,CA,California,BRFSS,Health Risks & Behaviors,Aerobic physical activity level among adults 18 years of age or older,Sufficiently Active,%,Prevalence,44.8,44.8,,,40.1,49.5,353,943265,Disability Status,Any Disability,Age Group,45-64,HLTHRB,AEROBIC,,6,AEROBIC01,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2017,AR,Arkansas,BRFSS,General Health Conditions,Ever had high cholesterol among adults 20 years of age or older,Yes,%,Prevalence,58.6,58.6,,,54.1,62.9,727,138957,Disability Status,Any Disability,Age Group,65+,GENHLTH,HICHOL,,5,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE03
,2017,AL,Alabama,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,40,40,,,32.2,48.3,216,103343,Disability Type,Vision Disability,,,MHLTH,MHDAYS,,1,DAYS01,AGEADJPREV,DISTYPE,VISDIS,,
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Normal Weight,%,Age-adjusted Prevalence,30.3,30.3,,,26.8,34,683,197947,Disability Status,Any Disability,Sex,Female,HLTHRB,BMI,,4,BMI02,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Meeting the physical activity guidelines among adults 18 years of age or older,Meets Aerobic Only,%,Age-adjusted Prevalence,25.3,25.3,,,19.5,32,63,29632,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,PAGUIDE,,4,PAGUIDE02,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2017,AR,Arkansas,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,63.5,63.5,,,58.4,68.3,819,436766,Disability Status,No Disability,Sex,Male,PREVENT,PHYSICAL,,5,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,AR,Arkansas,BRFSS,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Age-adjusted Prevalence,58.6,58.6,,,50.6,66.1,653,243622,Disability Type,Mobility Disability,,,GENHLTH,PHDAYS,,5,DAYS03,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AR,Arkansas,BRFSS,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Age-adjusted Prevalence,20.1,20.1,,,16.4,24.5,219,141495,Disability Status,No Disability,Sex,Male,GENHLTH,PHDAYS,,5,DAYS02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,AL,Alabama,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Age-adjusted Prevalence,32.8,32.8,,,27.8,38.3,314,182697,Disability Status,Any Disability,Sex,Male,HLTHRB,SMOKE,,1,SMOKE03,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
,2017,AK,Alaska,BRFSS,General Health Conditions,Ever had high cholesterol among adults 20 years of age or older,No,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,Hispanic,GENHLTH,HICHOL,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,HIS
,2017,CA,California,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,Yes,%,Age-adjusted Prevalence,50.2,50.2,,,47.3,53,1052,2841618,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,TESTEVER,,6,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AR,Arkansas,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,No,%,Age-adjusted Prevalence,7.4,7.4,,,4.1,13.1,52,28625,Disability Type,Mobility Disability,,,BARRIER,INSURE,,5,YESNO02,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AL,Alabama,BRFSS,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,2+ Providers,%,Age-adjusted Prevalence,12.8,12.8,,,10.3,15.9,123,49358,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",BARRIER,PROVIDER,,1,PROVIDER03,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2017,CA,California,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,42.8,42.8,,,39.6,46,703,2751474,Disability Status,No Disability,Race/Ethnicity,Hispanic,HLTHRB,BMI,,6,BMI03,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
,2017,AK,Alaska,BRFSS,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,No,%,Prevalence,53.5,53.5,,,38.6,67.9,47,14722,Disability Status,No Disability,Age Group,18-44,HLTHRB,QUITSMK,,2,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2017,AK,Alaska,BRFSS,General Health Conditions,Ever had high blood pressure among adults 18 years of age or older,No,%,Age-adjusted Prevalence,71.9,71.9,,,64.9,77.9,330,68177,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",GENHLTH,HBP,,2,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2017,AL,Alabama,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,80.3,80.3,,,64.6,90.2,101,45451,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",CHRCOND,ASTHMA,,1,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,MRC
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,Yes,%,Prevalence,14,14,,,12.7,15.5,448,151146,Disability Status,No Disability,Age Group,45-64,HLTHRB,BINGE,,4,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Yes,%,Age-adjusted Prevalence,49.1,49.1,,,43.7,54.6,250,98789,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,QUITSMK,,4,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Meeting the physical activity guidelines among adults 18 years of age or older,Meets Muscle Strengthening Only,%,Prevalence,4.9,4.9,,,4.1,5.9,162,30108,Disability Status,No Disability,Age Group,65+,HLTHRB,PAGUIDE,,4,PAGUIDE03,PREV,DISSTAT,NODIS,AGEGRP,AGE03
,2017,AK,Alaska,BRFSS,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,62.3,62.3,,,57.5,66.8,724,114616,Disability Status,No Disability,Sex,Female,PREVENT,FLUVAC,,2,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2017,AL,Alabama,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,35.5,35.5,,,28.6,43,353,133803,Disability Type,Hearing Disability,,,MHLTH,MHDAYS,,1,DAYS01,AGEADJPREV,DISTYPE,HEARDIS,,
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,95.1,95.1,,,94.4,95.7,9778,3487360,Disability Status,No Disability,,,HLTHRB,ECIG,,4,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
,2017,AR,Arkansas,BRFSS,Health Risks & Behaviors,Aerobic physical activity level among adults 18 years of age or older,Inactive,%,Age-adjusted Prevalence,28,28,,,24,32.4,514,177691,Disability Status,No Disability,Sex,Female,HLTHRB,AEROBIC,,5,AEROBIC03,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2017,AR,Arkansas,BRFSS,Chronic Conditions,Ever had arthritis among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,51.6,51.6,,,40.6,62.4,283,101431,Disability Type,Vision Disability,,,CHRCOND,ARTHRITIS,,5,YESNO01,AGEADJPREV,DISTYPE,VISDIS,,
,2017,CA,California,BRFSS,General Health Conditions,Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,No,%,Age-adjusted Prevalence,47.4,47.4,,,40.8,54,162,530824,Disability Status,No Disability,Sex,Female,GENHLTH,HBPMED,,6,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2017,AK,Alaska,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,Hispanic,HLTHRB,BMI,,2,BMI03,AGEADJPREV,DISSTAT,DISABL,RACE,HIS
,2017,AZ,Arizona,BRFSS,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,1 Provider,%,Age-adjusted Prevalence,59.2,59.2,,,57.5,61,3219,1104652,Disability Status,No Disability,Sex,Male,BARRIER,PROVIDER,,4,PROVIDER02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,CA,California,BRFSS,General Health Conditions,Ever had high cholesterol among adults 20 years of age or older,Yes,%,Age-adjusted Prevalence,27.5,27.5,,,24.7,30.4,401,1491244,Disability Status,No Disability,Race/Ethnicity,Hispanic,GENHLTH,HICHOL,,6,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
,2017,AL,Alabama,BRFSS,General Health Conditions,Ever had high blood pressure among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,29,29,,,27,31,1039,487922,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",GENHLTH,HBP,,1,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AK,Alaska,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,37.8,37.8,,,27.1,49.9,44,19505,Disability Type,Cognitive Disability,,,DEMOG,MARRIED,,2,MARRIED04,AGEADJPREV,DISTYPE,COGDIS,,
,2017,AR,Arkansas,BRFSS,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,90.6,90.6,,,74.3,97,109,57358,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",BARRIER,CBARRIER,,5,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,78.5,78.5,,,76.8,80,3327,11019962,Disability Status,No Disability,,,DISEST,SEXIND,,6,SEX01,AGEADJPREV,DISSTAT,NODIS,,
,2017,AL,Alabama,BRFSS,General Health Conditions,Ever had high blood pressure among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,48.5,48.5,,,44.2,52.7,1086,410472,Disability Status,Any Disability,Sex,Female,GENHLTH,HBP,,1,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2017,AL,Alabama,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,27.3,27.3,,,24,30.9,456,277911,Disability Status,Any Disability,,,PREVENT,PHYSICAL,,1,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
,2017,AK,Alaska,BRFSS,General Health Conditions,Ever had high blood pressure among adults 18 years of age or older,No,%,Prevalence,45.9,45.9,,,36.8,55.3,122,16854,Disability Status,Any Disability,Age Group,45-64,GENHLTH,HBP,,2,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2017,AZ,Arizona,BRFSS,General Health Conditions,Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,No,%,Prevalence,64.4,64.4,,,56,72.1,99,62873,Disability Status,Any Disability,Age Group,18-44,GENHLTH,HBPMED,,4,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE01
,2017,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,2.7,2.7,,,1.5,4.8,21,1961,Disability Type,Self-care Disability,,,DISEST,RACEIND,,2,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
,2017,CA,California,BRFSS,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Age-adjusted Prevalence,5.8,5.8,,,4.7,7.1,199,620833,Disability Status,No Disability,Sex,Female,GENHLTH,PHDAYS,,6,DAYS03,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2017,CA,California,BRFSS,General Health Conditions,Ever had high cholesterol among adults 20 years of age or older,No,%,Prevalence,49.3,49.3,,,44.5,54.1,389,1125371,Disability Status,Any Disability,Age Group,45-64,GENHLTH,HICHOL,,6,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2017,CA,California,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,70.5,70.5,,,63.3,76.7,187,777339,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",MHLTH,MHDAYS,,6,DAYS01,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2017,AR,Arkansas,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,79.4,79.4,,,73.2,84.4,1184,350010,Disability Status,Any Disability,Sex,Female,CHRCOND,ASTHMA,,5,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2017,AK,Alaska,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,51.6,51.6,,,47.9,55.4,887,178563,Disability Status,No Disability,,,HLTHRB,TESTEVER,,2,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
,2017,CA,California,BRFSS,General Health Conditions,Ever had high blood pressure among adults 18 years of age or older,No,%,Age-adjusted Prevalence,49.5,49.5,,,37.2,61.9,45,171572,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",GENHLTH,HBP,,6,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2017,AL,Alabama,BRFSS,Health Risks & Behaviors,Aerobic physical activity level among adults 18 years of age or older,Sufficiently Active,%,Age-adjusted Prevalence,32.8,32.8,,,28.4,37.5,501,236237,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,AEROBIC,,1,AEROBIC01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2017,AZ,Arizona,BRFSS,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Prevalence,80.3,80.3,,,78.2,82.2,1885,381325,Disability Status,Any Disability,Age Group,65+,CHRCOND,COPD,,4,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE03
,2017,CA,California,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,No,%,Age-adjusted Prevalence,38.7,38.7,,,36.5,41,1279,4303505,Disability Status,No Disability,Sex,Male,PREVENT,PHYSICAL,,6,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,AZ,Arizona,BRFSS,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Age-adjusted Prevalence,85.5,85.5,,,83.2,87.5,1171,479492,Disability Type,Cognitive Disability,,,CHRCOND,COPD,,4,YESNO02,AGEADJPREV,DISTYPE,COGDIS,,
,2017,AZ,Arizona,BRFSS,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,8.8,8.8,,,6.7,11.5,77,29115,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",BARRIER,CBARRIER,,4,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2017,CA,California,BRFSS,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,1 Provider,%,Age-adjusted Prevalence,75.1,75.1,,,71.2,78.5,602,3207632,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",BARRIER,PROVIDER,,6,PROVIDER02,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2017,AK,Alaska,BRFSS,General Health Conditions,Physically unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Age-adjusted Prevalence,33.2,33.2,,,23.1,45,111,17938,Disability Status,Any Disability,Sex,Male,GENHLTH,PHDAYS,,2,DAYS03,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
,2017,AR,Arkansas,BRFSS,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,Yes,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Age Group,18-44,CHRCOND,DIAB,,5,YESNO01,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2017,AR,Arkansas,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,97,97,,,94.4,98.4,1057,685626,Disability Status,No Disability,Sex,Male,CHRCOND,STROKE,,5,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,CA,California,BRFSS,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,21.6,21.6,,,19.2,24.3,342,1402845,Disability Status,No Disability,Race/Ethnicity,Hispanic,GENHLTH,HEALTH,,6,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
,2017,AR,Arkansas,BRFSS,General Health Conditions,Ever had heart disease among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,14.4,14.4,,,11.4,18,153,51745,Disability Type,Cognitive Disability,,,GENHLTH,HEART,,5,YESNO01,AGEADJPREV,DISTYPE,COGDIS,,
,2017,AR,Arkansas,BRFSS,Prevention & Screenings,Routine check-up in the past year among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,64.6,64.6,,,60.9,68.1,1790,676968,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,PHYSICAL,,5,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AL,Alabama,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Never Smoker,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,Hispanic,HLTHRB,SMOKE,,1,SMOKE03,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
,2017,AZ,Arizona,BRFSS,Chronic Conditions,Ever had arthritis among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,13.6,13.6,,,12.6,14.6,925,253165,Disability Status,No Disability,Sex,Male,CHRCOND,ARTHRITIS,,4,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,AR,Arkansas,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,47.1,47.1,,,37.2,57.2,122,73923,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,TESTEVER,,5,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,,1,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
,2017,AL,Alabama,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,81.1,81.1,,,77.1,84.5,1396,679730,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",CHRCOND,ASTHMA,,1,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2017,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.9,6.9,,,4.8,9.8,65,5582,Disability Type,Cognitive Disability,,,DISEST,AGEIND,,2,AGE03,PREV,DISTYPE,COGDIS,,
,2017,AZ,Arizona,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,98.8,98.8,,,98.5,99,10061,3682504,Disability Status,No Disability,,,CHRCOND,STROKE,,4,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
,2017,CA,California,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,96.7,96.7,,,91.6,98.8,266,1040353,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",CHRCOND,STROKE,,6,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2017,AR,Arkansas,BRFSS,Demographics,Employment status among adults 18 years of age or older,Other,%,Age-adjusted Prevalence,25.6,25.6,,,22.3,29.3,1149,270816,Disability Status,Any Disability,,,DEMOG,JOB,,5,JOB04,AGEADJPREV,DISSTAT,DISABL,,
,2017,AL,Alabama,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,Hispanic,HLTHRB,SMOKE,,1,SMOKE02,AGEADJPREV,DISSTAT,NODIS,RACE,HIS
,2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,18.4,18.4,,,10.5,30.4,16,14238,Disability Type,Mobility Disability,,,DISEST,RACEIND,,1,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AR,Arkansas,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DEMOG,MARRIED,,5,MARRIED04,AGEADJPREV,DISTYPE,HEARDIS,,
,2017,CA,California,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Prevalence,99.2,99.2,,,98.2,99.6,816,2123756,Disability Status,Any Disability,Age Group,65+,HLTHRB,ECIG,,6,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE03
,2017,AZ,Arizona,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Prevalence,93.5,93.5,,,92.6,94.4,3249,637699,Disability Status,No Disability,Age Group,65+,CHRCOND,ASTHMA,,4,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE03
,2017,AK,Alaska,BRFSS,General Health Conditions,Ever had high blood pressure among adults 18 years of age or older,No,%,Age-adjusted Prevalence,63.2,63.2,,,48.3,75.9,33,6989,Disability Type,Vision Disability,,,GENHLTH,HBP,,2,YESNO02,AGEADJPREV,DISTYPE,VISDIS,,
,2017,AL,Alabama,BRFSS,General Health Conditions,Ever had high blood pressure among adults 18 years of age or older,No,%,Age-adjusted Prevalence,45.8,45.8,,,41.2,50.4,364,244747,Disability Type,Cognitive Disability,,,GENHLTH,HBP,,1,YESNO02,AGEADJPREV,DISTYPE,COGDIS,,
,2017,AL,Alabama,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,28,28,,,22.4,34.5,113,81752,Disability Type,Independent Living Disability,,,DEMOG,MARRIED,,1,MARRIED04,AGEADJPREV,DISTYPE,INDDIS,,
,2017,AK,Alaska,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,0 Days,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,Hispanic,MHLTH,MHDAYS,,2,DAYS01,AGEADJPREV,DISSTAT,DISABL,RACE,HIS
,2017,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14,14,,,8.5,22.2,30,5625,Disability Type,Independent Living Disability,,,DISEST,RACEIND,,5,RACE04,AGEADJPREV,DISTYPE,INDDIS,,
,2017,AK,Alaska,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Prevalence,91.7,91.7,,,88.5,94.1,951,126961,Disability Status,No Disability,Age Group,45-64,CHRCOND,ASTHMA,,2,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2017,AK,Alaska,BRFSS,Health Risks & Behaviors,Ever been tested for HIV among adults 18 to 64 years of age,No,%,Age-adjusted Prevalence,51,51,,,37.9,63.9,87,20663,Disability Status,Any Disability,Sex,Male,HLTHRB,TESTEVER,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
